Gene_1	Gene_2
CCT6A	PPP2R2D
CALML3	PP8000
KRAS	STK32A
APP	KE05
DADB-122G4.4	NCOR1
CDC73	KRAS
KRAS	PSMA5
FOXF1	ICAM1
APP	TK1
RP1-122O8.1	RP11-383C12.1
CFL1	DAZAP1
ARNTL2	MCM2
MCM7	RP11-72J7.1
PAK4	YWHAQ
RP1-134M13.1	SP1
APP	CD74
CGI-25	EGFR
RP11-307C12.9	SP1
NAGK	SRPK2
CHD4	NACC2
CCT2	RP1-130E4.1
CDKN2AIPNL	RBM3
DADB-87H23.3	PRO2783
BM-015	GMCL1
CYFIP1	PCNA
CGI-125	QKI
GRN	POT1
CD81	RPL31
GMNN	Kat8
PMS1	RP3-337O18.7
KIF13B	KIF1C
CDH2	UBC
BZW1	EGFR
APP	RP11-67C2.3
HRIHFB2436	RP11-383C12.1
BCOR	SP1
RP11-412P1.1	RP11-540N4.1
CLTCL1	CUL3
HDAC3	OVOL1
CGI-39	UBE3A
CTA-215D11.2	PCNA
CD82	EGFR
NOMO3	RP3-330O12.3
MCM2	UBE2D3
MCM7	MIB1
DZIP3	TFPT
PTEN	TUBA3C
METTL23	RP11-443G18.6
CRY2	DDX3Y
DNAJB1	HIF1A
CEBPA	CEBPE
APP	PRO2249
CUL3	GBAS
CCT6A	LDHB
LDB1	SP1
KRAS	RP11-484I6.4
AD-006	KIF11
NSG1	SRPK2
PTP4A3	RP3-339A18.4
CUL3	LOC646377
APP	SURF2
HSPC173	RP11-173P16.1
UNQ773/PRO1567	WWOX
HSPC057	RP11-108L7.13-001
OK/SW-cl.45	RP3-339A18.4
ATXN1	MAGEB18
CDC20	UBC
RP11-554C12.1	UBXN7
HSPC057	UBBP4
APP	ICK
LA16c-431H6.1	WWOX
RP1-154G14.1	SIVA1
RP1-85F18.1	RP3-398I9.1
AT5G20850	RAD51
CALM1	MIP
TBL1X	UBE2E3
PCNA	WDR48
APP	UNQ1930/PRO4405
HDAC3	KAT2B
SMAD2	SMARCC2
RP11-716A19.5	SP1
AHCYL1	TLE3
GMNN	MYO5C
APP	GRHL2
SRPK2	SUPT16H
HLC7	RP3-330O12.3
AC002059.7	VCAM1
CCDC146	GMNN
RP3-339A18.4	UBE2L3
ATXN1	POM121
FBL	ZNF746
UBC	YGL245W
DASS-97D12.7	FWP006
CCT4	Samm50
COX4I2	KRAS
HIV1gp6	RPS27A
KIF1C	RP11-74C1.3
ATP1B3	NDUFS1
ACTR3	CCT6A
POC1A	tcag7.1178
CCT6A	PPP4C
Khdrbs3	RP11-1114A5.1
RP3-330O12.3	RP5-1107C24.1
RAD50	RP1-85F18.1
ANKRD49	RP1-5O6.1
GS1-120K12.1	NOLC1
FOXK2	PRRC2C
CANX	CUL3
HNRNPF	VCAM1
RP1-28C20.2	SRPK2
Nbla00127	UBC
DZIP3	PCGF3
NCOR1	XX-FW88778H2.1
RABEP1	RP1-37E16.3
PML	SAP25
KPNB1	Rmi1
RP11-54K16.1	RP3-330O12.3
TNK1	YWHAE
GS1-120K12.1	ZC3H14
DADB-129D20.7	GS1-120K12.1
GCN1L1	RP1-130E4.1
RP11-62C3.1	RP3-330O12.3
BUD13	SRPK2
C1QBP	SUZ12
CCT2	LGALS3BP
CGB	NLGN3
RPL23	UNQ596/PRO1182
CUL3	SPTBN1
SDC4	UBC
AKT2	TMEM17
MCM2	RP5-1009H6.1
CISH	EGFR
CGI-111	YWHAE
HSPC057	SNRPF
PROZ	RP11-24B19.2
HDAC3	TRMT1
HOXA1	UNQ217/PRO243
MACF1	SRPK2
DPY30	RP23-328F3.2
DNAJA2	POC1A
KLHL36	SLC6A15
RELA	RP5-1181N3.2
UBC	YOR375C
ELMO3	PCNA
SMAD3	ST6GALNAC2
HSPC057	PSMC5
CUL3	SMARCA4
PSMA3	TBX6
RP5-1068B5.2	USP25
MSTP158	RP1-5O6.1
APP	E2F8
UBC	YPL215W
GS1-120K12.1	NAT10
EGFR	RSRC2
DVL2	VHL
APP	WARS
RP11-391H12.1	RPL38
MCM2	MOGS
B3GNT2	TUBA4A
SRPK2	UNQ189/PRO215
CCT2	DNAI2
KIF1C	RP11-312O7.2
My043	POT1
RP11-4M23.6	WWOX
CCT5	GANAB
RP1-130E4.1	RP3-511B24.1
MCM2	TBKBP1
RP11-72J7.1	RP3-339A18.4
DZIP3	UBE2N
AKT1	HSPC057
SLC25A12	ZNF746
NCAPH2	SATB2
LRP5	UNQ735/PRO1429
DN-393H17.5	HNRNPF
DAZAP2	OK/SW-cl.35
RP3-407F17.2	UNQ687/PRO1327
GS1-120K12.1	SEC13
DNAJB1	TERF1
COQ7	CYCS
MYH11	POC1A
ATXN1	KMT2B
CCT6A	Kif21b
CCT6A	POC1A
SMAD3	USP15
DADB-104B20.2	KPNB1
UBC	USP4
HSP90AA1	MCM2
MCM2	RP11-379J5.1
SMAD4	Smad2
RPAP1	SRP72
DAZAP2	RP11-806J18.2
CCT2	RP13-46G5.1
KRAS	RP11-2K17.2
SMURF1	TCP1
POLR3E	TUBA4A
RP11-536C5.3	RPS28
RP11-228B15.5	RP11-443G18.6
CIAO1	WDR5
POTEF	RP1-5O6.1
CUL3	PDCD11
RP5-885L7.2	XX-FW81657B9.4
ATXN3L	UBC
RASSF8	YWHAE
MCM2	RP11-143H17.2
FBXO21	UNQ596/PRO1182
APP	PAK2
CALM1	NEXN
GS1-120K12.1	HIST1H1C
AHNAK	POT1
RP11-536C5.3	TUBA4A
PRPF31	RP11-110L1.4
POLB	RP11-203D19.1
APP	DNAJB1
MYH1	WWOX
FAM115C	NLGN3
MAP9	RP1-85F18.1
CREB1	RP1-85F18.1
TERF1	TRIM16
CCT4	Cct3
Nploc4	UBC
ICAM1	RPL30
CD81	CRIP1
SKI	SMAD3
APP	HIV1gp8
APP	RP3-486L4.1
DHX36	RP11-1114A5.1
INO80B	WDR5
FAM103A1	RP11-297A16.3
Akt1	VHL
AD-006	SNRPN
BRWD1	CUL3
C1orf35	CUL3
RP11-203D19.1	RP4-811H24.2
RP4-650H14.3	YWHAQ
GS1-120K12.1	MCM7
EGFR	RP11-802E16.3
APP	RBM11
CALM1	SRSF5
C9orf78	NAB2
HIST2H3C	MCM2
CCT7	SNW1
CGI-23	KLHL36
BLM	RPS27A
RPS27A	ZNF512B
RPS15	ZNF746
RFC1	YWHAQ
HIST1H1A	RP11-536C5.3
HNRNPA3	VHL
APP	APPBP2
CCNA2	PCNA
CDC73	RAD51
APP	TGFBR2
MCM2	MYH6
AICDA	APP
CLK1	RP1-39G22.1
MCM2	RP1-283E3.2
CUL3	KBTBD8
BM-015	RP5-914N13.2
GS1-120K12.1	MRPS17
RP1-85F18.1	RP11-8D7.1
RP5-1049G16.3	SMAD2
HT033	SRPK2
CSNK2A1	RNF7
DPH2	DPYSL2
AC002059.7	MAPRE1
C4orf3	CALM1
CKAP2	MIS12
CUL3	NAALADL2
RECQL4	RP1-85F18.1
CRTC1	SRPK2
AC002059.7	GATA6
APP	SIRT5
KRAS	UNQ175/PRO201
RBMY1A1	YWHAE
POC1A	RP5-1077B9.4
EGFR	RP11-71A24.1
RBM3	RP11-315I14.4
MSTP097	UBXN7
AC002059.7	PICALM
RP11-540N4.1	hCG_1643027
HNRNPF	PPP1R7
SRI	SRPK2
RP11-380J17.2	UBC
RP23-33N15.1	SIVA1
PLA2G10	TUBA4A
RP3-339A18.4	TARS
CKAP5	RP3-330O12.3
HIST3H3	LRWD1
CCT6A	KIF21A
CUL3	TMTC2
AHCYL1	GEM
HOXA1	RP11-399K21.11
LDHB	MCM2
APP	RP11-140H17.1
KPNA2	SAP25
RP1-85F18.1	UNQ9342/PRO34047
DAZAP1	SOD1
Hoxa1	NR4A1
PRPF31	UBE2N
APP	F11
Hoxa1	SMOC1
PP12723	UBC
CHD8	TP53
CENPE	CLK1
DNAJC3	EIF2AK3
RP1-154G14.1	YLR362W
CD81	RBBP4
MCM2	RPS3A
GS1-120K12.1	RP11-383C12.1
EGFR	KRT3
AC002059.7	RP4-669P10.13-001
HIST2H2BE	USP46
NUMA1	PP8000
ANKMY2	HNRNPF
CLK1	HSPC206
POT1	SPTAN1
GS1-120K12.1	ZNF638
RP11-536C5.3	RPL18
CLK3	RP23-445E20.3
POC1A	UNQ545/PRO836
TCEB2	UBXN7
HSD17B4	PPM1A
CLPX	RP3-330O12.3
GTF3C2	RP1-85F18.1
DCAF7	SMAD3
EIF3C	ICAM1
RBFOX1	RBM24
HIST3H3	MEF2A
GGA2	RABEP1
NPM1	RP11-23E3.3
DNAJB1	GLB1
NLGN3	RECQL4
AAG4	VHL
CCT7	RP1-71D21.3
RP11-575L7.1	SNRPA
GS1-120K12.1	RPL24
ATXN1	EIF1B
RP1-130E4.1	RP13-122B23.3
AC002059.7	UNQ6505/PRO21383
HSPC075	YWHAE
SNCA	YWHAQ
NCOA1	RP11-383C12.1
BLOC1S1	RP1-130E4.1
APP	hCG_2016227
PMS1	RANBP9
RP1-179N16.5	RP5-1068B5.2
CALM1	KCNN2
RP23-475A8.1	WDR5
Ints4	RP11-24B19.2
CARKD	PRDX2
HADHA	WWOX
UBE3A	UNC45A
CCT6B	STRN
CALM1	Syn2
CD4	CD81
HDAC3	HDAC4
RP11-96K19.1	TRBV2
FBXL16	FBXL18
SENP3	WDR5
PSEC0262	RP3-330O12.3
APP	NRIP1
FOXK2	SAP130
CUL3	HIST1H4L
HSPC142	UBC
DNAJB4	MDM2
CUL3	HNRNPH2
HSD17B4	UBC
EGFR	TCOF1
GMEB1	SMAD3
FOXK2	RSRC2
APP	GGA2
APOBEC3C	RP23-151A15.2
MAST3	YWHAE
DOCK10	HSPC057
MCCC1	ZNF746
PP8000	RP13-531C17.2
AT5G44070	CSNK2A1
ITGB4	SMAD2
HNRNPUL1	WWOX
BM-015	MOAP1
RP11-124N14.1	RP3-330O12.3
MAP2K4	UBC
ITGA4	PIN1
DR1	RP1-154G14.1
MCM2	MIF
ACTR1B	CCT4
OK/SW-cl.35	SP1
APP	BLMH
PPM1A	RP11-215I23.1
RP3-330O12.3	TCTN2
KPNB1	RP3-339A18.4
LRRC49	RP11-187B3.1
CRCT1	EGFR
RP1-14O9.1	RP5-885L7.2
CCT2	RP11-111L24.5
HNRNPA1	YWHAE
RP5-1068B5.2	SPTA1
HIPK2	RP1-154G14.1
AURKB	HSPC057
MYL12A	VHL
RP11-1114A5.1	ZNF490
HDAC3	PPARD
MCM7	RAD21
ERH	HSPC057
AKT1	HIST2H2BE
DPYSL2	TSG101
PTK2	RP11-307C12.1
SMAD2	SNAPIN
RFC3	UBC
SOX2	TCF12
HSPC150	PRDX2
PRDX4	RP3-339A18.4
CALM1	KCNB1
CUL3	FBXL17
ACTN1	ZNF746
PIN1	ZNF446
CAPNS1	YWHAQ
TADA3	WDR5
EGFR	RP11-66D17.12-002
MAP2K4	RP1-154G14.1
CUL3	HNRNPA3
PUM2	RP11-90M2.2
CEBPA	RANBP2
CEP170	RP11-307C12.1
APP	CGI-150
APP	RP11-21N7.4
BRD4	CHD4
UBC	UBE2D1
RP11-528G1.4	TUBA4A
RORA	RP1-5O6.1
EGFR	hCG_1730474
HDAC3	MAFK
CXXC1	RP1-85F18.1
UBC	YNL037C
COPS6	PRIM1
CSNK2A1	HYST1481
CUL3	HUSSY-27
HIST3H3	KAT6B
CALM1	RP23-310H3.1
RP1-130E4.1	RP11-477J21.1
SNAI1	SUZ12
PARP10	PCNA
CCNK	PIN1
CUL3	GMCL1
APP	QARS
APP	HSPC244
CSNK2A1	SNRNP70
HSPC075	RP11-1114A5.1
AL049758.1	SHBG
CLK1	RP11-71J12.1
MCM2	PIG46
APP	PP13275
POTEF	TNIP1
EGFR	KB-152G3.1
UNK	YWHAE
MDH2	RP3-339A18.4
CCT2	WWOX
CTA-109D1.1	SRPK2
TNFRSF1A	UBC
QKI	RP11-57C19.3
FKSG27	NFYA
RP11-325E14.4	UBXN7
HSPC057	UNQ6505/PRO21383
EGFR	PCNX
NBN	RP11-57G10.3
MDM1	Poc1a
RP1-154G14.1	SOCS3
APP	XXbac-BCX195L8.10-004
MAP1S	STK3
KPNB1	SMAD4
UBC	YER165W
HIST3H3	RP11-181E22.3
POT1	WIBG
DAAP-285E11.4	ICAM1
CUL3	MCCC2
UBC	ZNF705G
RP11-383C12.1	SIAH2
FN3KRP	MCM2
APP	CCDC14
APP	ZNF107
HNRNPF	XX-FW89031B12.1
HIV1gp5	RP11-57G10.3
DEK	RP1-130E4.1
POLR2J	RP1-130E4.1
CCT7	VHL
SEC31B	TCP1
EGFR	EPN1
RP13-238N7.1	RP3-330O12.3
CCT2	VAV2
KRT17	YWHAQ
HRIHFB2007	PIN1
RP5-1068B5.4	UBC
PMAIP1	UCHL1
APP	CSNK1G2
GRB2	UBC
APP	CCT7
CUL3	IGF2BP3
EGFR	tcag7.1258
MRPS12	RP11-96K19.1
CCT4	RP11-110L1.4
HIST3H3	RP11-723P2.1
MCM2	TGM3
DAAP-97M17.4	GS1-120K12.1
CALM1	RP11-730A19.1
RP3-337H4.4	RPAP1
APP	CD003
CGI-113	HSPC057
PDK3	RP11-443G18.6
RP11-37E23.6	UBC
RP11-10C13.2	RP11-383C12.1
CGI-22	CUL3
ACD	PP8000
GRB2	RP11-575L7.1
MCM2	RRM2B
APP	DEFA6
HIST3H3	PBRM1
CALML5	MCM2
EGFR	RNF125
Cul3	KLHL13
Actb	RP11-443G18.6
PCGF6	YAF2
MAP2K7	RP3-330O12.3
APP	CDKN1A
CCT4	RP11-443G18.6
RAD51	SP1
CHD8	FBXW11
HDCMD47P	MCM7
PCBD2	RP11-307C12.2
CCT8	Cct7
CSNK2A1	SUDS3
RP11-554P13.1	TERF1
RP11-173P16.1	STIP1
APP	CMTM2
CRY2	SDHA
AHCYL1	TUBB6
RP1-154G14.1	USP2
EZR	MCM2
ICAM1	RP11-513M16.6
KLK6	TUBA4A
RP3-330O12.3	YWHAG
EGFR	IQGAP1
APP	XX-FW80732C2.1
NCKIPSD	Tuba3a
RP1-85F18.1	RP11-326L24.5
MCM2	PHC2
RP11-710A11.3	RP3-330O12.3
CCT2	RP11-450P7.3
LMNB1	RP3-330O12.3
PSG1	SDF2
NUDCD2	TERF1
IKBKG	RP3-407F17.2
HDAC3	PPP4C
KMT2E	KRAS
EGFR	VAPA
EIF3A	GS1-120K12.1
HSPC249	KRAS
APP	BMPR1B
CUEDC1	UBC
KLK15	TUBA4A
AC002059.7	RP23-12I13.1
MSH6	ZNF746
ACTR10	RABEP1
CCT7	RP11-529I10.3
AP1G2	RABEP1
RP11-11N7.3	RP3-339A18.4
DDX5	RP11-536C5.3
KIF1C	UTY
TERF1	ZC3H18
UBC	YFL038C
CAND1	ZNF746
HLCS	POT1
NPC1	RP3-330O12.3
UNQ690/PRO1335	XPO4
NFYA	RP1-85F18.1
RP1-18D14.8	RP11-173P16.1
DN-393H17.5	RP5-956O18.1
RPL13A	ZNF746
RP1-85F18.1	YWHAZ
RP11-11N7.3	RP11-307C12.1
CARD11	SRPK2
APP	RP5-977L11.1
UBC	YOR254C
RP1-130E4.1	TFRC
CHD3	PCMT1
MAGEA1	RP3-339A18.4
UBE3A	tcag7.78
KRAS	ZNF764
APP	CGI-12
SHBG	UNQ431/PRO792
NR3C1	RP5-1181N3.2
BTBD7	CUL3
BCDIN3D	CUL3
CSNK2A1	HSPA4
FYCO1	RP11-443G18.6
RNF182	UBC
UNQ2770/PRO7154	XPO4
CGI-46	PCNA
NCOR2	SOX2
UBC	hCG_2022032
EGFR	RP11-739N20.5
AC002059.7	LDHB
APP	RP11-481A12.1
ID2	TCF12
MCL1	RP3-339A18.4
DAAP-21F2.7	EGFR
JM21	MCM7
RP11-27I1.5	UBC
DNAJB4	RP11-392A14.5
HDAC3	RP4-691N24.1
CHD3	TCERG1
DDX47	EGFR
PAM	RALB
EIF3H	RP11-536C5.3
KPNB1	MTNR1A
CLK1	RP1-196E23.2
TCF12	TRIM72
DDX54	RP1-130E4.1
CUL3	SRSF2
RPS10P5	RPS27A
C2orf47	MCM2
RP11-443G18.6	RP23-12I13.1
COPS6	RP3-330O12.3
CIRBP	RP3-337H4.4
NCOR1	PP9092
COPS4	Cul3
CCT2	VCP
APP	CLEC3B
GS1-120K12.1	YY1
AHCYL1	PITX2
CUL3	SSB
EFTUD2	SUZ12
APP	C19orf40
HDAC3	INSM1
EGFR	PRKCE
COPS5	WDR5
BOS_11189	RALB
FBL	UBC
CCT4	DNAJA2
GATAD2A	HIST2H2BE
POT1	RP1-302G2.1
PIN1	RAF1
RP5-952N6.2	XPO4
AHCYL1	SGTA
DYNLL2	MCM2
RP11-573G6.1	RP11-96K19.1
CD81	EIF3C
CCT7	DCAF10
AKT2	PNAS-118
ATRN	RP3-330O12.3
CSNK2A1	LTV1
RP11-391H12.1	SALL2
DADB-70P7.10-021	PIN1
HIST3H3	ORC4
DNAJA3	UBC
Hoxa1	LNX2
GS1-120K12.1	RP11-1114A5.1
RPL26L1	ZNF746
Cdk1	RP11-575L7.1
RP3-407F17.2	XPO1
CEBPA	TGFB2
BIN2	TERF1
HSP90AA1	RP3-330O12.3
RP1-130E4.1	YBX1
PRDX4	TERF1
FBXO25	TUBA4A
AC002059.7	RP11-6J24.1
HOXA1	KRTAP3-2
EGFR	PP432
CSNK2A1	SB92
MCM2	RPL26L1
CSNK2A1	RP11-82H13.1
C1R	RP1-85F18.1
HIST1H1A	RP11-391H12.1
RP11-513M16.6	VHL
MCM2	MCMBP
CUL3	MRPS7
DAMA-367I24.2	POTEF
COPS5	RP1-130E4.1
RP11-96K19.1	SPG7
PAX3	RP3-402G11.7
CCT5	RPS6KB2
ICAM1	RPL36
SRPK2	SRSF9
HNRNPR	WWOX
BKRF1	KPNB1
CSNK2A1	SMARCAD1
HSPA4	RP23-458A23.7
COPA	ZNF746
RP1-134O19.2	RP3-339A18.4
PRDX2	tcag7.39
KPNB1	TMEM194A
AHCYL1	SNCG
GS1-120K12.1	UBE2V2
CCT6A	UBC
NOTCH1	SMAD3
ERBB2IP	PDZD2
APP	VPS33B
ITGAV	UBC
RP1-130E4.1	RPL27A
NOLC1	YWHAE
GNAI2	GS1-120K12.1
MCM2	PPIB
UBC	Ufd1l
HIST2H2BE	MCM2
HUSSY-27	KBTBD6
NCOR1	RP1-130E4.1
CLK1	PPFIBP2
PRMT1	RP11-575L7.1
KANSL1	WDR5
CCT8	POC1A
AC002059.7	ALYREF
UBC	YEL034W
EGFR	RP4-677H15.1
PP8000	PRDX6
UBC	YLR174W
HSPC117	RP1-130E4.1
CRY2	RP5-824I19__A.1
PRPF8	RP1-130E4.1
Hgs	UBC
C11orf49	UBE3A
AC002059.7	ZBTB1
HIST2H2BE	RP3-339A18.4
APP	HIST2H2AC
CUL3	KRT2
RP11-391H12.1	TRIM16
HHV8GK18_gp64	RP1-85F18.1
ARHGAP32	RP11-307C12.1
AD-006	CLCN1
RP4-736L20.1	YWHAE
DAZAP1	RPA1
UBC	YJR121W
PSMC3	UBE3A
MCM7	SUZ12
CCT2	Wdr48
CLTC	RP1-154G14.1
SRPK2	SRSF2
GS1-120K12.1	SEC22B
CUL3	PSEC0262
CCNJL	RP11-631M21.2
CRY1	KPNB1
APP	GAGE1
HSD4	HUSSY-27
RP11-307C12.1	RP5-1170K4.6
AKT2	PSMD9
CALM1	RP11-494P5.1
APP	SULT1A3
JC7	RP11-1114A5.1
MCM2	TNKS1BP1
HDAC5	RP11-1114A5.1
APP	TRPT1
PSIP1	RP1-130E4.1
CD2BP2	CUL3
KPNA2	RP3-339A18.4
DYRK1A	RP1-85F18.1
HSPC032	NDUFS1
RP11-96L7.1	RP23-234K24.1
CBX8	Hnrnpf
PP8000	RPP25
OK/SW-cl.82	ZNF746
UBC	YIL094C
ATXN1	DOCK5
RPL19	YWHAQ
CDABP0047	RP1-130E4.1
FOXA2	RP11-203D19.1
PRDX2	Tor1aip1
CLK1	SRSF6
KRAS	RP1-230G1.1
RP11-291L19.4	SUZ12
EIF3F	HSPC057
MCM2	tcag7.840
CLCN1	RP11-391H12.1
APP	TPD52L3
GS1-120K12.1	RP1-230G1.1
EGFR	RUSC2
CHD4	TAL1
AD-006	MATR3
APP	RP3-337O18.7
HIST1H2AJ	MCM2
KPNB1	PRO2134
DNAJB4	TBL1X
CKMT2	RP11-96K19.1
RP11-477J21.1	RP5-1068B5.2
SRPK2	SRSF6
C11orf65	CALM1
CLK3	PIG53
ICAM1	RPL24
UBC	YNR019W
RP11-203D19.1	SMN1
RP1-85F18.1	TP73
CLK1	CYP46A1
KPNB1	RP4-654H19.1
CUL3	NSF
FKSG11	GS1-120K12.1
CLK1	DNAJC13
PSMC3	RP1-154G14.1
APP	SRSF9
CUL3	KPNB1
NBN	PP8000
AC002059.7	DADB-110M10.1
CHD3	PRG2
CA4	PRDX2
CTA-941F9.7	YWHAQ
RP11-337C18.2	RP11-631M21.2
CGI-68	RP3-407F17.2
AC002059.7	TTN
KRAS	RP11-463P17.5
EGFR	RP3-511B24.2
NLGN3	NRXN1
NOP2	SRPK2
AC002059.7	UNQ785/PRO1604
CDK10	PIN1
APP	ZNF410
RP1-130E4.1	RP11-109A6.1
EGFR	RP6-29D12.1
KRAS	RP1-120G22.4
Atm	RP11-391H12.1
ARRB1	RPS27A
PPM1A	PRKAA1
MSTP029	RP11-536C5.3
GS1-120K12.1	LRRFIP1
CUL3	RP5-1042K10.7
PPARD	RP1-85F18.1
EGFR	PGRMC1
LMNB1	UBC
APP	SLX4
MIS12	XPO1
APP	NAPA
PRPF31	RP5-1198E17.5
PML	WDR5
HNRNPA0	RP11-1114A5.1
APP	RP3-523E19.1
B9D1	RP11-443G18.6
RP11-216B9.3	RP11-536C5.3
AP2S1	UBC
ESRRA	RP1-130E4.1
OBSL1	TUBA4A
MAPT	YWHAQ
HUSSY-23	TCP1
Dmel_CG1664	KPNB1
ING2	RP11-57G10.3
HSPC057	RPL30
ACVRL1	KRAS
KRAS	LCE5A
HDAC2	RP11-57G10.3
SHROOM2	YWHAE
HCLS1	TERF1
SSFA2	YWHAE
COG5	EGFR
RNF111	UBXN7
RES4-26	RP1-154G14.1
Cul3	STXBP5L
SLC9A1	YWHAE
APP	RBM4B
RP11-536C5.3	XX-FW83128A1.1
PCM1	YWHAQ
RP1-37E16.3	SMAD3
EGFR	SLA
CD81	My038
ADCK4	COQ7
CLK1	NUP153
HSPA4	NCOR1
BM-015	MIS18A
HIVEP3	UBC
APP	UNQ1943/PRO4426
RP11-513M16.6	RP3-330O12.3
CGI-73	UBXN7
CSNK2A2	RP1-290F12.2
APP	PBRM1
PRPF31	RP23-186F4.3
UBC	YLR270W
CHD4	RP11-94L15.2
PP8000	SCRN2
CCT6B	RP11-216B9.5
POT1	SERTAD1
APP	RP11-44N11.3
PNMA2	PRPF31
ACTR3B	CCT7
AC002059.7	HNRNPAB
APP	KIF3B
APP	CLIP4
RAD23A	UBC
RP1-85F18.1	STAT3
HSPC057	PP9932
CUL3	TAF15
APP	SNRNP70
CLK3	USP7
HSPA9	SP1
DN-393H17.5	ZC3H4
LPCAT1	SAP25
HDAC3	PARP14
EGFR	PRKCA
RP11-203D19.1	RP11-278J17.2
RP11-307C12.1	RP3-438D16.2
CCT6A	LOXL4
CSNK2A1	MAGEA11
PLSCR1	RP11-307C12.1
APP	HDDC3
AHCYL1	SB132
RP11-573M23.6	RP3-330O12.3
APP	UNQ216/PRO242
HNRNPH1	RP11-1114A5.1
CALM1	SYT1
CLK1	IP6K1
GXYLT2	SRPK2
DDX47	HUSSY-27
HIV1gp5	SP1
GS1-120K12.1	HUSSY-28
ICAM1	OTULIN
HNRNPA3	RP11-575L7.1
HSPC243	SRPK2
UBC	UBE2G2
PCMT1	RP3-339A18.4
ANKRD28	DNAJB1
SP1	TNFRSF11A
SYN2	YWHAE
APP	RAB43
HOXA1	KRTAP10-5
CUL3	HSPC049
AD-006	DDX5
DDA1	RP11-391H12.1
CUL3	IPO4
Cul3	KBTBD6
APP	RP11-6J24.1
HIST3H3	RP11-262P20.3
ATP6V1B2	WDR5
UBC	YPR191W
STRN4	ZNF331
APP	UNQ2790
PKN1	SBBI58
UBE2D3	UBE3A
HIST2H2AC	RP11-573G6.1
EGFR	PP265
HUSSY-27	UBE2D1
CSNK2A2	YAF2
PBK	RP5-823N20.1
ATM	CHD4
DHX15	RP3-330O12.3
CCT6B	UBASH3B
JAK3	TUBA4A
RPL24	RPS27A
UBXN7	UFD1L
NCOR2	PML
MCFD2	YWHAE
RNASE2	YWHAQ
RP3-330O12.3	TFRC
OAT	RP3-330O12.3
KHDRBS1	SRPK2
ANXA5	TERF1
MCM2	RP1-193B12.10-001
Cct2	RP5-1167H4.1
EGFR	L1CAM
CHST10	RP3-330O12.3
ANKRD17	XX-FW83563B9.1
AC002059.7	PRO1855
ALKBH3	SRPK2
FOXK2	TFAP4
RP11-203D19.1	UBTF
HECTD1	YWHAQ
CGI-73	CUL3
CBL	YWHAQ
SATB2	TEAD2
CCDC8	CCT7
MED6	RP1-130E4.1
PNAS-129	RP3-407F17.2
HSPC057	MYH13
APP	TMOD2
FP1193	RP11-187B3.1
ATXN1	RP1-293L8.3
ATOH1	RP11-1114A5.1
SART1	SRPK2
SKP2	SP1
RNA18S5	RP11-575L7.1
EGFR	RP1-202I21.7
PHB2	ZNF746
APP	UNQ2573/PRO6308
RP3-339A18.4	TENC1
APOBEC3C	CNBP
GTF2I	HDAC3
CUL3	RP11-61L14.5
HMG20A	RAD51
DAZAP2	UNQ2786
OK/SW-cl.84	YWHAE
KLHDC2	UNQ596/PRO1182
HIST4H4	VHL
CUL3	RP11-506K6.1
KRAS	SNAP23
PP10187	SRPK2
UBC	YDL126C
UBC	VCPKMT
CCT5	DCAF7
RPL6	RPS27A
MATR3	UBC
APP	HIST2H2AA3
APP	PSEN1
NXF1	RP11-307C12.1
Grap2	RP11-307C12.1
TERF1	TINF2
PSMD11	UBC
EGFR	IGF1R
RP1-130E4.1	SEPT2
NRXN1	PDZD2
ANKRD17	FGF3
UBC	YJR007W
PFDN4	POC1A
PSEN1	RP11-348N5.4
AC002059.7	RP1-146H21.2
EPS8	RP11-307C12.1
JUN	NCOR2
HSPC057	RP11-54A4.6
HIST2H2AC	MLLT1
HDAC3	XPO1
RP1-230G1.1	YWHAE
DADB-223G19.3	RP1-130E4.1
APP	HTGN29
CHD4	MLLT3
APP	RP11-426E5.2
PCMT1	PRDX2
UBC	YIL124W
APP	CGI-115
DHX8	SRPK2
APP	RP1-56L9.2
IKBKG	RP11-393H10.1
LSM1	UBE3A
RPLP2	ZNF746
RBM3	RP5-1005F21.4
SBBI58	tcag7.1178
CALR	UBE3A
HDAC3	NFATC1
APP	RGS1
DYNLL1	MCM2
CKM	YWHAQ
CLK3	CLK3
MGRN1	RP3-330O12.3
CLK1	SVOP
NYX	TUBA4A
PRPF31	RP11-395P17.5
CSNK2A2	YKL008C
RP1-111D6.3	UBC
UBC	YGL147C
RP11-391H12.1	TUBA4B
CUL5	PCNA
LA16c-313D11.6	RP1-130E4.1
UBC	YGR086C
UBC	USP8
APP	CHAF1B
CCT5	RP11-111L24.5
COPS7A	RP11-391H12.1
APP	CGI-102
ESRRA	RP11-57G10.3
PPP2R1A	PRDX2
BUB3	CCT5
BOP1	CUL3
CCT6B	TUBA1B
CCT4	RP11-492M19.2
EGFR	GSTT1
FOXK2	ZBTB10
HUSSY-27	RP11-126K1.3
RP5-1068B5.2	TRAF3IP1
NCOR2	NR4A1
CSNK2A1	RRAD
TERF1	UNQ785/PRO1604
CUL3	YLPM1
RP11-348N5.4	SNRPD1
ATXN1	CIC
CCT6B	TUBA1C
CCT4	HDAC5
KRT6A	RP11-307C12.1
AHCYL2	GRN
HSPC057	RP4-635E18.2
RP11-348N5.4	TPD52
