Pathway Name	Pathway Id	Source Name	Organism	Pathway uploaded gene count	Genes in InnateDB for this entity	Pathway p-value	Pathway p-value (corrected)	Gene Symbols	Genes (Symbol|IDBG-ID|Ensembl|Entrez|Fold Change|P-Value)
Tpo signaling pathway	4124	PID BIOCARTA	9606	3	24	0.003230080159020957	0.012897082649328283	CSNK2A1; JAK2; SHC1; 	CSNK2A1|IDBG-37787|ENSG00000101266|1457|; JAK2|IDBG-47039|ENSG00000096968|3717|; SHC1|IDBG-103007|ENSG00000160691|6464|; 
DNA Replication Pre-Initiation	17908	REACTOME	9606	5	82	0.0036400373847485018	0.013932556886451161	GMNN; MCM2; PRIM1; PRIM2; UBC; 	GMNN|IDBG-65780|ENSG00000112312|51053|; MCM2|IDBG-54871|ENSG00000073111|4171|; PRIM1|IDBG-41538|ENSG00000198056|5557|; PRIM2|IDBG-91619|ENSG00000146143|5558|; UBC|IDBG-64029|ENSG00000150991|7316|; 
M/G1 Transition	18934	REACTOME	9606	5	82	0.0036400373847485018	0.013932556886451161	GMNN; MCM2; PRIM1; PRIM2; UBC; 	GMNN|IDBG-65780|ENSG00000112312|51053|; MCM2|IDBG-54871|ENSG00000073111|4171|; PRIM1|IDBG-41538|ENSG00000198056|5557|; PRIM2|IDBG-91619|ENSG00000146143|5558|; UBC|IDBG-64029|ENSG00000150991|7316|; 
Activation of BH3-only proteins	18409	REACTOME	9606	3	25	0.00363719305270982	0.014116378631146504	AKT2; YWHAE; YWHAQ; 	AKT2|IDBG-51270|ENSG00000105221|208|; YWHAE|IDBG-14629|ENSG00000108953|7531|; YWHAQ|IDBG-27933|ENSG00000134308|10971|; 
Cellular response to hypoxia	18542	REACTOME	9606	3	25	0.00363719305270982	0.014116378631146504	EP300; UBC; VHL; 	EP300|IDBG-8992|ENSG00000100393|2033|; UBC|IDBG-64029|ENSG00000150991|7316|; VHL|IDBG-17819|ENSG00000134086|7428|; 
Downregulation of TGF-beta receptor signaling	13267	REACTOME	9606	3	25	0.00363719305270982	0.014116378631146504	SMAD2; SMAD3; UBC; 	SMAD2|IDBG-3127|ENSG00000175387|4087|; SMAD3|IDBG-18366|ENSG00000166949|4088|; UBC|IDBG-64029|ENSG00000150991|7316|; 
Regulation of Hypoxia-inducible Factor (HIF) by oxygen	18380	REACTOME	9606	3	25	0.00363719305270982	0.014116378631146504	EP300; UBC; VHL; 	EP300|IDBG-8992|ENSG00000100393|2033|; UBC|IDBG-64029|ENSG00000150991|7316|; VHL|IDBG-17819|ENSG00000134086|7428|; 
MyD88 cascade initiated on plasma membrane	13043	REACTOME	9606	5	83	0.0038351585354162994	0.014381844507811123	APP; JAK2; MAP3K7; TAB1; UBC; 	APP|IDBG-1100|ENSG00000142192|351|; JAK2|IDBG-47039|ENSG00000096968|3717|; MAP3K7|IDBG-94374|ENSG00000135341|6885|; TAB1|IDBG-8281|ENSG00000100324|10454|; UBC|IDBG-64029|ENSG00000150991|7316|; 
Toll Like Receptor 10 (TLR10) Cascade	13044	REACTOME	9606	5	83	0.0038351585354162994	0.014381844507811123	APP; JAK2; MAP3K7; TAB1; UBC; 	APP|IDBG-1100|ENSG00000142192|351|; JAK2|IDBG-47039|ENSG00000096968|3717|; MAP3K7|IDBG-94374|ENSG00000135341|6885|; TAB1|IDBG-8281|ENSG00000100324|10454|; UBC|IDBG-64029|ENSG00000150991|7316|; 
Toll Like Receptor 5 (TLR5) Cascade	13048	REACTOME	9606	5	83	0.0038351585354162994	0.014381844507811123	APP; JAK2; MAP3K7; TAB1; UBC; 	APP|IDBG-1100|ENSG00000142192|351|; JAK2|IDBG-47039|ENSG00000096968|3717|; MAP3K7|IDBG-94374|ENSG00000135341|6885|; TAB1|IDBG-8281|ENSG00000100324|10454|; UBC|IDBG-64029|ENSG00000150991|7316|; 
RANKL	15925	NETPATH	9606	5	84	0.004037668394770783	0.014939373060651899	AKT2; CYLD; EGFR; MAP3K7; TAB1; 	AKT2|IDBG-51270|ENSG00000105221|208|; CYLD|IDBG-30697|ENSG00000083799|102724054,1540|; EGFR|IDBG-16933|ENSG00000146648|1956|; MAP3K7|IDBG-94374|ENSG00000135341|6885|; TAB1|IDBG-8281|ENSG00000100324|10454|; 
TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation	13040	REACTOME	9606	5	84	0.004037668394770783	0.014939373060651899	APP; JAK2; MAP3K7; TAB1; UBC; 	APP|IDBG-1100|ENSG00000142192|351|; JAK2|IDBG-47039|ENSG00000096968|3717|; MAP3K7|IDBG-94374|ENSG00000135341|6885|; TAB1|IDBG-8281|ENSG00000100324|10454|; UBC|IDBG-64029|ENSG00000150991|7316|; 
WNT mediated activation of DVL	16827	REACTOME	9606	2	8	0.004172623902587947	0.015336465337326561	CSNK1E; CSNK2A1; 	CSNK1E|IDBG-236645|ENSG00000213923|102800317,1454|; CSNK2A1|IDBG-37787|ENSG00000101266|1457|; 
IL6	15922	NETPATH	9606	5	85	0.004247719868767824	0.01550976662609304	AR; EP300; JAK2; MAP3K7; SHC1; 	AR|IDBG-73722|ENSG00000169083|367|; EP300|IDBG-8992|ENSG00000100393|2033|; JAK2|IDBG-47039|ENSG00000096968|3717|; MAP3K7|IDBG-94374|ENSG00000135341|6885|; SHC1|IDBG-103007|ENSG00000160691|6464|; 
MyD88 dependent cascade initiated on endosome	13041	REACTOME	9606	5	86	0.004465465446377071	0.016093073524281003	APP; JAK2; MAP3K7; TAB1; UBC; 	APP|IDBG-1100|ENSG00000142192|351|; JAK2|IDBG-47039|ENSG00000096968|3717|; MAP3K7|IDBG-94374|ENSG00000135341|6885|; TAB1|IDBG-8281|ENSG00000100324|10454|; UBC|IDBG-64029|ENSG00000150991|7316|; 
Toll Like Receptor 7/8 (TLR7/8) Cascade	16831	REACTOME	9606	5	86	0.004465465446377071	0.016093073524281003	APP; JAK2; MAP3K7; TAB1; UBC; 	APP|IDBG-1100|ENSG00000142192|351|; JAK2|IDBG-47039|ENSG00000096968|3717|; MAP3K7|IDBG-94374|ENSG00000135341|6885|; TAB1|IDBG-8281|ENSG00000100324|10454|; UBC|IDBG-64029|ENSG00000150991|7316|; 
Multi-step regulation of transcription by pitx2	4152	PID BIOCARTA	9606	3	27	0.004541953720809396	0.016263124613220742	CSNK2A1; EP300; LRP6; 	CSNK2A1|IDBG-37787|ENSG00000101266|1457|; EP300|IDBG-8992|ENSG00000100393|2033|; LRP6|IDBG-20075|ENSG00000070018|4040|; 
Validated transcriptional targets of TAp63 isoforms	15683	PID NCI	9606	4	54	0.004621536938627868	0.01644200641627222	AEN; EP300; SP1; YWHAQ; 	AEN|IDBG-28670|ENSG00000181026|64782|; EP300|IDBG-8992|ENSG00000100393|2033|; SP1|IDBG-36616|ENSG00000185591|6667|; YWHAQ|IDBG-27933|ENSG00000134308|10971|; 
BARD1 signaling events	15606	PID NCI	9606	3	28	0.005040844868692209	0.01737682547903215	EWSR1; PCNA; RAD51; 	EWSR1|IDBG-3488|ENSG00000182944|2130|; PCNA|IDBG-50801|ENSG00000132646|5111|; RAD51|IDBG-6509|ENSG00000051180|5888|; 
Nfkb activation by nontypeable hemophilus influenzae	4159	PID BIOCARTA	9606	3	28	0.005040844868692209	0.01737682547903215	EP300; MAP3K7; SMAD3; 	EP300|IDBG-8992|ENSG00000100393|2033|; MAP3K7|IDBG-94374|ENSG00000135341|6885|; SMAD3|IDBG-18366|ENSG00000166949|4088|; 
SHC1 events in ERBB2 signaling	13289	REACTOME	9606	3	28	0.005040844868692209	0.01737682547903215	EGFR; JAK2; SHC1; 	EGFR|IDBG-16933|ENSG00000146648|1956|; JAK2|IDBG-47039|ENSG00000096968|3717|; SHC1|IDBG-103007|ENSG00000160691|6464|; 
YAP1- and WWTR1 (TAZ)-stimulated gene expression	13740	REACTOME	9606	3	28	0.005040844868692209	0.01737682547903215	NCOA6; TBL1X; TBL1XR1; 	NCOA6|IDBG-68724|ENSG00000198646|23054|; TBL1X|IDBG-42498|ENSG00000101849|6907|; TBL1XR1|IDBG-65899|ENSG00000177565|79718|; 
RMTs methylate histone arginines	18864	REACTOME	9606	4	55	0.00493639222587787	0.017450303728421768	HIST2H2AC; JAK2; SMARCB1; WDR5; 	HIST2H2AC|IDBG-102011|ENSG00000184260|8338|; JAK2|IDBG-47039|ENSG00000096968|3717|; SMARCB1|IDBG-2584|ENSG00000099956|6598|; WDR5|IDBG-91736|ENSG00000196363|11091|; 
Toll Like Receptor 9 (TLR9) Cascade	13042	REACTOME	9606	5	89	0.005166383985441354	0.017699648839012046	APP; JAK2; MAP3K7; TAB1; UBC; 	APP|IDBG-1100|ENSG00000142192|351|; JAK2|IDBG-47039|ENSG00000096968|3717|; MAP3K7|IDBG-94374|ENSG00000135341|6885|; TAB1|IDBG-8281|ENSG00000100324|10454|; UBC|IDBG-64029|ENSG00000150991|7316|; 
EGFR-dependent Endothelin signaling events	15405	PID NCI	9606	2	9	0.005320853217114126	0.01811701555520454	EGFR; SHC1; 	EGFR|IDBG-16933|ENSG00000146648|1956|; SHC1|IDBG-103007|ENSG00000160691|6464|; 
Extension of Telomeres	19607	REACTOME	9606	3	29	0.005571509722800794	0.018740532703966306	PCNA; PRIM1; PRIM2; 	PCNA|IDBG-50801|ENSG00000132646|5111|; PRIM1|IDBG-41538|ENSG00000198056|5557|; PRIM2|IDBG-91619|ENSG00000146143|5558|; 
HIF-2-alpha transcription factor network	15324	PID NCI	9606	3	29	0.005571509722800794	0.018740532703966306	SIRT1; SP1; VHL; 	SIRT1|IDBG-75847|ENSG00000096717|23411|; SP1|IDBG-36616|ENSG00000185591|6667|; VHL|IDBG-17819|ENSG00000134086|7428|; 
MyD88:Mal cascade initiated on plasma membrane	13034	REACTOME	9606	5	92	0.0059419846968434015	0.019747314411665197	APP; JAK2; MAP3K7; TAB1; UBC; 	APP|IDBG-1100|ENSG00000142192|351|; JAK2|IDBG-47039|ENSG00000096968|3717|; MAP3K7|IDBG-94374|ENSG00000135341|6885|; TAB1|IDBG-8281|ENSG00000100324|10454|; UBC|IDBG-64029|ENSG00000150991|7316|; 
Toll Like Receptor TLR6:TLR2 Cascade	13036	REACTOME	9606	5	92	0.0059419846968434015	0.019747314411665197	APP; JAK2; MAP3K7; TAB1; UBC; 	APP|IDBG-1100|ENSG00000142192|351|; JAK2|IDBG-47039|ENSG00000096968|3717|; MAP3K7|IDBG-94374|ENSG00000135341|6885|; TAB1|IDBG-8281|ENSG00000100324|10454|; UBC|IDBG-64029|ENSG00000150991|7316|; 
Activation of the pre-replicative complex	12957	REACTOME	9606	3	30	0.006134477891601977	0.020027266057877042	MCM2; PRIM1; PRIM2; 	MCM2|IDBG-54871|ENSG00000073111|4171|; PRIM1|IDBG-41538|ENSG00000198056|5557|; PRIM2|IDBG-91619|ENSG00000146143|5558|; 
Mcalpain and friends in cell motility	4086	PID BIOCARTA	9606	3	30	0.006134477891601977	0.020027266057877042	ACTA1; EGFR; SHC1; 	ACTA1|IDBG-107311|ENSG00000143632|58|; EGFR|IDBG-16933|ENSG00000146648|1956|; SHC1|IDBG-103007|ENSG00000160691|6464|; 
Vegf hypoxia and angiogenesis	3979	PID BIOCARTA	9606	3	30	0.006134477891601977	0.020027266057877042	ACTA1; SHC1; VHL; 	ACTA1|IDBG-107311|ENSG00000143632|58|; SHC1|IDBG-103007|ENSG00000160691|6464|; VHL|IDBG-17819|ENSG00000134086|7428|; 
EGFR1	15908	NETPATH	9606	13	472	0.006225580630692544	0.020205831871545975	AHCYL1; APP; CYLD; EGFR; HIST3H3; HUWE1; JAK2; RALB; RBM3; SHC1; SMAD2; SMAD3; SP1; 	AHCYL1|IDBG-100935|ENSG00000168710|10768|; APP|IDBG-1100|ENSG00000142192|351|; CYLD|IDBG-30697|ENSG00000083799|102724054,1540|; EGFR|IDBG-16933|ENSG00000146648|1956|; HIST3H3|IDBG-107261|ENSG00000168148|8290|; HUWE1|IDBG-70116|ENSG00000086758|10075|; JAK2|IDBG-47039|ENSG00000096968|3717|; RALB|IDBG-68212|ENSG00000144118|5899|; RBM3|IDBG-63532|ENSG00000102317|5935|; SHC1|IDBG-103007|ENSG00000160691|6464|; SMAD2|IDBG-3127|ENSG00000175387|4087|; SMAD3|IDBG-18366|ENSG00000166949|4088|; SP1|IDBG-36616|ENSG00000185591|6667|; 
MAP kinase activation in TLR cascade	18088	REACTOME	9606	4	59	0.0063395121908506845	0.020455984104198428	JAK2; MAP3K7; TAB1; UBC; 	JAK2|IDBG-47039|ENSG00000096968|3717|; MAP3K7|IDBG-94374|ENSG00000135341|6885|; TAB1|IDBG-8281|ENSG00000100324|10454|; UBC|IDBG-64029|ENSG00000150991|7316|; 
LIF signaling	16169	INOH	9606	2	10	0.006596633730351292	0.021040986898534293	EP300; JAK2; 	EP300|IDBG-8992|ENSG00000100393|2033|; JAK2|IDBG-47039|ENSG00000096968|3717|; 
Overview of telomerase protein component gene htert transcriptional regulation	3983	PID BIOCARTA	9606	2	10	0.006596633730351292	0.021040986898534293	ESR1; SP1; 	ESR1|IDBG-97997|ENSG00000091831|2099|; SP1|IDBG-36616|ENSG00000185591|6667|; 
Toll Like Receptor 2 (TLR2) Cascade	17710	REACTOME	9606	5	95	0.006796277378797028	0.021190640141754778	APP; JAK2; MAP3K7; TAB1; UBC; 	APP|IDBG-1100|ENSG00000142192|351|; JAK2|IDBG-47039|ENSG00000096968|3717|; MAP3K7|IDBG-94374|ENSG00000135341|6885|; TAB1|IDBG-8281|ENSG00000100324|10454|; UBC|IDBG-64029|ENSG00000150991|7316|; 
Toll Like Receptor TLR1:TLR2 Cascade	13035	REACTOME	9606	5	95	0.006796277378797028	0.021190640141754778	APP; JAK2; MAP3K7; TAB1; UBC; 	APP|IDBG-1100|ENSG00000142192|351|; JAK2|IDBG-47039|ENSG00000096968|3717|; MAP3K7|IDBG-94374|ENSG00000135341|6885|; TAB1|IDBG-8281|ENSG00000100324|10454|; UBC|IDBG-64029|ENSG00000150991|7316|; 
Signalling to RAS	13184	REACTOME	9606	3	31	0.006730243982755529	0.021223212559257493	JAK2; RALB; SHC1; 	JAK2|IDBG-47039|ENSG00000096968|3717|; RALB|IDBG-68212|ENSG00000144118|5899|; SHC1|IDBG-103007|ENSG00000160691|6464|; 
TGF-beta receptor signaling activates SMADs	13268	REACTOME	9606	3	31	0.006730243982755529	0.021223212559257493	SMAD2; SMAD3; UBC; 	SMAD2|IDBG-3127|ENSG00000175387|4087|; SMAD3|IDBG-18366|ENSG00000166949|4088|; UBC|IDBG-64029|ENSG00000150991|7316|; 
Loss of Nlp from mitotic centrosomes	12976	REACTOME	9606	4	61	0.007131046029668967	0.02198739192481265	CSNK1E; ODF2; TUBA4A; YWHAE; 	CSNK1E|IDBG-236645|ENSG00000213923|102800317,1454|; ODF2|IDBG-88092|ENSG00000136811|4957|; TUBA4A|IDBG-81457|ENSG00000127824|7277|; YWHAE|IDBG-14629|ENSG00000108953|7531|; 
Loss of proteins required for interphase microtubule organizationÃ?Â from the centrosome	12977	REACTOME	9606	4	61	0.007131046029668967	0.02198739192481265	CSNK1E; ODF2; TUBA4A; YWHAE; 	CSNK1E|IDBG-236645|ENSG00000213923|102800317,1454|; ODF2|IDBG-88092|ENSG00000136811|4957|; TUBA4A|IDBG-81457|ENSG00000127824|7277|; YWHAE|IDBG-14629|ENSG00000108953|7531|; 
MyD88-independent cascade 	13030	REACTOME	9606	5	97	0.0074114698442290135	0.022355248714929905	APP; JAK2; MAP3K7; TAB1; UBC; 	APP|IDBG-1100|ENSG00000142192|351|; JAK2|IDBG-47039|ENSG00000096968|3717|; MAP3K7|IDBG-94374|ENSG00000135341|6885|; TAB1|IDBG-8281|ENSG00000100324|10454|; UBC|IDBG-64029|ENSG00000150991|7316|; 
Synthesis of DNA	16950	REACTOME	9606	5	97	0.0074114698442290135	0.022355248714929905	MCM2; PCNA; PRIM1; PRIM2; UBC; 	MCM2|IDBG-54871|ENSG00000073111|4171|; PCNA|IDBG-50801|ENSG00000132646|5111|; PRIM1|IDBG-41538|ENSG00000198056|5557|; PRIM2|IDBG-91619|ENSG00000146143|5558|; UBC|IDBG-64029|ENSG00000150991|7316|; 
TRIF-mediated TLR3/TLR4 signaling 	19507	REACTOME	9606	5	97	0.0074114698442290135	0.022355248714929905	APP; JAK2; MAP3K7; TAB1; UBC; 	APP|IDBG-1100|ENSG00000142192|351|; JAK2|IDBG-47039|ENSG00000096968|3717|; MAP3K7|IDBG-94374|ENSG00000135341|6885|; TAB1|IDBG-8281|ENSG00000100324|10454|; UBC|IDBG-64029|ENSG00000150991|7316|; 
Toll Like Receptor 3 (TLR3) Cascade	13031	REACTOME	9606	5	97	0.0074114698442290135	0.022355248714929905	APP; JAK2; MAP3K7; TAB1; UBC; 	APP|IDBG-1100|ENSG00000142192|351|; JAK2|IDBG-47039|ENSG00000096968|3717|; MAP3K7|IDBG-94374|ENSG00000135341|6885|; TAB1|IDBG-8281|ENSG00000100324|10454|; UBC|IDBG-64029|ENSG00000150991|7316|; 
E2F mediated regulation of DNA replication	12968	REACTOME	9606	3	33	0.00802197923150292	0.023556605679810157	PCNA; PRIM1; PRIM2; 	PCNA|IDBG-50801|ENSG00000132646|5111|; PRIM1|IDBG-41538|ENSG00000198056|5557|; PRIM2|IDBG-91619|ENSG00000146143|5558|; 
Condensation of Prometaphase Chromosomes	12938	REACTOME	9606	2	11	0.00799663265081059	0.02360708043191424	CCNB2; CSNK2A1; 	CCNB2|IDBG-14456|ENSG00000157456|9133|; CSNK2A1|IDBG-37787|ENSG00000101266|1457|; 
Epo signaling pathway	4020	PID BIOCARTA	9606	2	11	0.00799663265081059	0.02360708043191424	JAK2; SHC1; 	JAK2|IDBG-47039|ENSG00000096968|3717|; SHC1|IDBG-103007|ENSG00000160691|6464|; 
IL-5 signaling	16159	INOH	9606	2	11	0.00799663265081059	0.02360708043191424	JAK2; SHC1; 	JAK2|IDBG-47039|ENSG00000096968|3717|; SHC1|IDBG-103007|ENSG00000160691|6464|; 
Meiotic recombination	13921	REACTOME	9606	4	63	0.007985299291307394	0.02395589787392218	HIST2H2AC; HIST2H2BE; HIST3H3; RAD51; 	HIST2H2AC|IDBG-102011|ENSG00000184260|8338|; HIST2H2BE|IDBG-101997|ENSG00000184678|8349|; HIST3H3|IDBG-107261|ENSG00000168148|8290|; RAD51|IDBG-6509|ENSG00000051180|5888|; 
Carm1 and regulation of the estrogen receptor	4134	PID BIOCARTA	9606	2	12	0.00951757960153649	0.027369205589910635	EP300; ESR1; 	EP300|IDBG-8992|ENSG00000100393|2033|; ESR1|IDBG-97997|ENSG00000091831|2099|; 
Downregulation of ERBB2:ERBB3 signaling	13285	REACTOME	9606	2	12	0.00951757960153649	0.027369205589910635	AKT2; UBC; 	AKT2|IDBG-51270|ENSG00000105221|208|; UBC|IDBG-64029|ENSG00000150991|7316|; 
Il 3 signaling pathway	3967	PID BIOCARTA	9606	2	12	0.00951757960153649	0.027369205589910635	JAK2; SHC1; 	JAK2|IDBG-47039|ENSG00000096968|3717|; SHC1|IDBG-103007|ENSG00000160691|6464|; 
Inhibition of replication initiation of damaged DNA by RB1/E2F1	12966	REACTOME	9606	2	12	0.00951757960153649	0.027369205589910635	PRIM1; PRIM2; 	PRIM1|IDBG-41538|ENSG00000198056|5557|; PRIM2|IDBG-91619|ENSG00000146143|5558|; 
AP-1 transcription factor network	15318	PID NCI	9606	4	67	0.009889654782348956	0.028292569093833354	ACTA1; EP300; ESR1; SP1; 	ACTA1|IDBG-107311|ENSG00000143632|58|; EP300|IDBG-8992|ENSG00000100393|2033|; ESR1|IDBG-97997|ENSG00000091831|2099|; SP1|IDBG-36616|ENSG00000185591|6667|; 
Prolactin	15931	NETPATH	9606	5	105	0.01026205968256782	0.028910878801142844	EGFR; EP300; ESR1; JAK2; SHC1; 	EGFR|IDBG-16933|ENSG00000146648|1956|; EP300|IDBG-8992|ENSG00000100393|2033|; ESR1|IDBG-97997|ENSG00000091831|2099|; JAK2|IDBG-47039|ENSG00000096968|3717|; SHC1|IDBG-103007|ENSG00000160691|6464|; 
Role of Calcineurin-dependent NFAT signaling in lymphocytes	15595	PID NCI	9606	3	36	0.010216026518917733	0.02892803427550685	CSNK2A1; KPNB1; YWHAQ; 	CSNK2A1|IDBG-37787|ENSG00000101266|1457|; KPNB1|IDBG-56053|ENSG00000108424|3837|; YWHAQ|IDBG-27933|ENSG00000134308|10971|; 
Signaling events mediated by TCPTP	15420	PID NCI	9606	3	36	0.010216026518917733	0.02892803427550685	EGFR; KPNB1; SHC1; 	EGFR|IDBG-16933|ENSG00000146648|1956|; KPNB1|IDBG-56053|ENSG00000108424|3837|; SHC1|IDBG-103007|ENSG00000160691|6464|; 
Erythropoietin mediated neuroprotection through nf-kb	4161	PID BIOCARTA	9606	2	13	0.011156265597890147	0.030501120230684887	EP300; JAK2; 	EP300|IDBG-8992|ENSG00000100393|2033|; JAK2|IDBG-47039|ENSG00000096968|3717|; 
Il 6 signaling pathway	3992	PID BIOCARTA	9606	2	13	0.011156265597890147	0.030501120230684887	JAK2; SHC1; 	JAK2|IDBG-47039|ENSG00000096968|3717|; SHC1|IDBG-103007|ENSG00000160691|6464|; 
Signaling by Activin	13273	REACTOME	9606	2	13	0.011156265597890147	0.030501120230684887	SMAD2; SMAD3; 	SMAD2|IDBG-3127|ENSG00000175387|4087|; SMAD3|IDBG-18366|ENSG00000166949|4088|; 
repression of WNT target genes	18872	REACTOME	9606	2	13	0.011156265597890147	0.030501120230684887	TLE1; TLE2; 	TLE1|IDBG-73128|ENSG00000196781|7088|; TLE2|IDBG-16680|ENSG00000065717|7089|; 
FCERI mediated NF-kB activation	16799	REACTOME	9606	3	37	0.011017128034166114	0.03072616110031253	MAP3K7; TAB1; UBC; 	MAP3K7|IDBG-94374|ENSG00000135341|6885|; TAB1|IDBG-8281|ENSG00000100324|10454|; UBC|IDBG-64029|ENSG00000150991|7316|; 
FOXM1 transcription factor network	15700	PID NCI	9606	3	37	0.011017128034166114	0.03072616110031253	CCNB2; ESR1; SP1; 	CCNB2|IDBG-14456|ENSG00000157456|9133|; ESR1|IDBG-97997|ENSG00000091831|2099|; SP1|IDBG-36616|ENSG00000185591|6667|; 
Intrinsic Pathway for Apoptosis	19328	REACTOME	9606	3	38	0.011853589632367852	0.03224873649982431	AKT2; YWHAE; YWHAQ; 	AKT2|IDBG-51270|ENSG00000105221|208|; YWHAE|IDBG-14629|ENSG00000108953|7531|; YWHAQ|IDBG-27933|ENSG00000134308|10971|; 
G1/S Transition	17967	REACTOME	9606	5	109	0.011936436925598893	0.032315719481499444	MCM2; PCNA; PRIM1; PRIM2; UBC; 	MCM2|IDBG-54871|ENSG00000073111|4171|; PCNA|IDBG-50801|ENSG00000132646|5111|; PRIM1|IDBG-41538|ENSG00000198056|5557|; PRIM2|IDBG-91619|ENSG00000146143|5558|; UBC|IDBG-64029|ENSG00000150991|7316|; 
Activated TLR4 signalling	19190	REACTOME	9606	5	110	0.012382384430295788	0.033199146660937984	APP; JAK2; MAP3K7; TAB1; UBC; 	APP|IDBG-1100|ENSG00000142192|351|; JAK2|IDBG-47039|ENSG00000096968|3717|; MAP3K7|IDBG-94374|ENSG00000135341|6885|; TAB1|IDBG-8281|ENSG00000100324|10454|; UBC|IDBG-64029|ENSG00000150991|7316|; 
Signaling by Interleukins	18744	REACTOME	9606	5	110	0.012382384430295788	0.033199146660937984	JAK2; MAP3K7; SHC1; TAB1; UBC; 	JAK2|IDBG-47039|ENSG00000096968|3717|; MAP3K7|IDBG-94374|ENSG00000135341|6885|; SHC1|IDBG-103007|ENSG00000160691|6464|; TAB1|IDBG-8281|ENSG00000100324|10454|; UBC|IDBG-64029|ENSG00000150991|7316|; 
Attenuation phase	17488	REACTOME	9606	2	14	0.012909542041577168	0.034446133812862156	DNAJB1; EP300; 	DNAJB1|IDBG-33491|ENSG00000132002|3337|; EP300|IDBG-8992|ENSG00000100393|2033|; 
IL4	15920	NETPATH	9606	4	74	0.013887152341867017	0.03687736626668035	EP300; HIST3H3; JAK2; SHC1; 	EP300|IDBG-8992|ENSG00000100393|2033|; HIST3H3|IDBG-107261|ENSG00000168148|8290|; JAK2|IDBG-47039|ENSG00000096968|3717|; SHC1|IDBG-103007|ENSG00000160691|6464|; 
Association of licensing factors with the pre-replicative complex	12933	REACTOME	9606	2	15	0.014774319730926851	0.037613520415891756	GMNN; UBC; 	GMNN|IDBG-65780|ENSG00000112312|51053|; UBC|IDBG-64029|ENSG00000150991|7316|; 
Calcium signaling by hbx of hepatitis b virus	4105	PID BIOCARTA	9606	2	15	0.014774319730926851	0.037613520415891756	CSNK2A1; SHC1; 	CSNK2A1|IDBG-37787|ENSG00000101266|1457|; SHC1|IDBG-103007|ENSG00000160691|6464|; 
Canonical Wnt signaling pathway	15524	PID NCI	9606	2	15	0.014774319730926851	0.037613520415891756	CUL3; LRP6; 	CUL3|IDBG-82331|ENSG00000036257|8452|; LRP6|IDBG-20075|ENSG00000070018|4040|; 
Estrogen responsive protein efp controls cell cycle and breast tumors growth	4072	PID BIOCARTA	9606	2	15	0.014774319730926851	0.037613520415891756	CCNB2; ESR1; 	CCNB2|IDBG-14456|ENSG00000157456|9133|; ESR1|IDBG-97997|ENSG00000091831|2099|; 
Mechanisms of transcriptional repression by dna methylation	3966	PID BIOCARTA	9606	2	15	0.014774319730926851	0.037613520415891756	CHD3; CHD4; 	CHD3|IDBG-27053|ENSG00000170004|1107|; CHD4|IDBG-14532|ENSG00000111642|1108|; 
Nuclear receptors coordinate the activities of chromatin remodeling complexes and coactivators to facilitate initiation of transcription in carcinoma cells	3941	PID BIOCARTA	9606	2	15	0.014774319730926851	0.037613520415891756	HDAC3; NCOR2; 	HDAC3|IDBG-50725|ENSG00000171720|8841|; NCOR2|IDBG-63911|ENSG00000196498|9612|; 
negative regulation of TCF-dependent signaling by WNT ligand antagonists	18430	REACTOME	9606	2	15	0.014774319730926851	0.037613520415891756	LRP5; LRP6; 	LRP5|IDBG-61383|ENSG00000162337|4041|; LRP6|IDBG-20075|ENSG00000070018|4040|; 
HATs acetylate histones	16644	REACTOME	9606	5	114	0.014279267500456081	0.037738064108348214	EP300; HIST2H2AC; HIST2H2BE; MBIP; WDR5; 	EP300|IDBG-8992|ENSG00000100393|2033|; HIST2H2AC|IDBG-102011|ENSG00000184260|8338|; HIST2H2BE|IDBG-101997|ENSG00000184678|8349|; MBIP|IDBG-4937|ENSG00000151332|51562|; WDR5|IDBG-91736|ENSG00000196363|11091|; 
Signalling to ERKs	18748	REACTOME	9606	3	41	0.014577483835369007	0.038343618619098574	JAK2; RALB; SHC1; 	JAK2|IDBG-47039|ENSG00000096968|3717|; RALB|IDBG-68212|ENSG00000144118|5899|; SHC1|IDBG-103007|ENSG00000160691|6464|; 
Translocation of GLUT4 to the plasma membrane	13827	REACTOME	9606	4	77	0.015873082538886647	0.040226305064301776	AKT2; TUBA4A; YWHAE; YWHAQ; 	AKT2|IDBG-51270|ENSG00000105221|208|; TUBA4A|IDBG-81457|ENSG00000127824|7277|; YWHAE|IDBG-14629|ENSG00000108953|7531|; YWHAQ|IDBG-27933|ENSG00000134308|10971|; 
CRMPs in Sema3A signaling	13906	REACTOME	9606	2	16	0.016747567885044595	0.041127876885839604	DPYSL2; DPYSL5; 	DPYSL2|IDBG-13200|ENSG00000092964|102723812,1808|; DPYSL5|IDBG-36183|ENSG00000157851|56896|; 
Glypican 1 network	15119	PID NCI	9606	2	16	0.016747567885044595	0.041127876885839604	APP; SMAD2; 	APP|IDBG-1100|ENSG00000142192|351|; SMAD2|IDBG-3127|ENSG00000175387|4087|; 
